ID, name, author, year
4896, Conscious Software Development: Musings of a lifelong software enthusiast, Jeff McKenna; Roger Brown; Diana Lee, 2014
4897, Responding to Significant Software Events, Gerald M. Weinberg, 2011
4898, Software Defined Radio: The Software Communications Architecture, John Bard; Vincent J. Kovarik, 2007
4899, Using Software in Qualitative Research: A Step-By-Step Guide, Ann Lewins, 2007
4900, Lego Software Power Tools with Ldraw Mlcad and Lpub, Kevin Clague; Miguel Agullo, 2003
4901, Practical Software Testing: A Process-Oriented Approach, Ilene Burnstein, 2003
4902, Architecting Software Intensive Systems: A Practitioners Guide, Anthony J. Lattanze, 2008
4903, Onsite Opportunity: Tryst of an Indian Software Engineer with the World, Mukul  Kumar, 2011
4904, Managing the Ubuntu Software System, Keir Thomas, 2011
4905, Software Industry-Oriented Education Practices and Curriculum Development, Matthew  Hussey; Bing Wu, 2011
4906, Designing Software Product Lines with UML: From Use Cases to Pattern-Based Software Architectures, Hassan Gomaa, 2004
4907, Five Core Metrics: The Intelligence Behind Successful Software Management, Lawrence H. Putnam, 2003
4908, Performance Solutions: A Practical Guide to Creating Responsive+ Scalable Software, Connie U. Smith, 2001
4909, How to Transform Your Ideas into Software Products: A step-by-step guide for validating your ideas and bringing them to life!, Poornima Vijayashanker; Nathalie Arbel, 2014
4910, Bizplan Builder Workbook, Jian Software, 1996
4911, Tycoon: Manage a Band and Get Them to Number 1: BBC 40/80 Track, Software System; System Software, 1987
4912, Peer-To-Peer Application Development: Cracking the Code [With CDROM], Dreamtech Software, 2001
4913, Paint Shop Photo Album 4, JASC Software, 2002
4914, Pro Windows Phone App Development, Falafel Software, 2013
4915, TheSky  Student Edition CD-ROM with TheSky  Workbook, Software Bisque; Tom Jordan, 2001
4916, Die Software Rebellen. Die Erfolgsstory Von Linus Torvalds Und Linux, Glyn Moody, 2000
4917, Six SIGMA Software Quality Improvement, Vic Nanda; Jeffrey  Robinson, 2011
4918, E-On Software&#39;s Vue 6 Revealed, Richard H. Schrand, 2006
4919, Perspectives on Data Science for Software Engineering, Tim Menzies; Laurie Williams; Tom Zimmermann,
4920, Fundamentals of Taxation 2013 [with TaxAct Software], Ana M. Cruz; Mike Deschamps; Frederick Niswander, 2012
4921, :(){:|:&amp; };: Internet+ Hackers y Software Libre, Carlos Gradin; Bruce Sterling; Eric S. Raymond, 2004
4922, An Introduction to Scrum: Understanding and Applying the Software, Ted Owens, 2014
4923, Software Quality Approaches: Testing+ Verification+ and Validation: Software Best Practice 1, Eric W. Olsen, 2001
4924, Software Prototyping: Adoption+ Practice+ And Management, M.F.   Smith, 1991
4925, Software Product Line Engineering: A Family-Based Software Development Process [With CDROM], David M. Weiss, 1999
4926, Improving Software Development Productivity: Effective Leadership and Quantitative Methods in Software Management, Randall W Jensen, 2014
4927, Software Reading Techniques: Twenty Techniques for More Effective Software Review and Inspection, Yang Ming Zhu,
4928, The Disease of Software Project Management, David B. Black, 2012
4929, Testing in Scrum: A Guide for Software Quality Assurance in the Agile World, Tilo Linz, 2014
4930, Gimp 2 for Photographers: Image Editing with Open Source Software, Klaus Goelker, 2006
4931, CMM in Practice: Processes for Executing Software Projects at Infosys, Pankaj Jalote, 1999
4932, Programming with the Kinect for Windows Software Development Kit, David Catuhe, 2012
4933, Prealgebra and Introductory Algebra Software and Textbook Bundle, D. Franklin Wright,
4934, Software Project Management: A Real-World Guide to Success, Joel Henry; Henry Joel, 2003
4935, Dave Ramsey Starter Set Includes The Total Money Makeover Revised 3rd Edition (Hardcover)+ The Total Money Makeover Workbook+ Financial Peace Personal Finance Software+ Dumping Debt Dvd+ And Cash Flow Planning Dvd, Dave Ramsey,
4936, Software Engineering: Barry W. Boehm&#39;s Lifetime Contributions to Software Development+ Management+ and Research, Richard W. Selby, 2007
4937, IEEE Computer Society Real-World Software Engineering Problems: A Self-Study Guide for Today&#39;s Software Professional, J. Fernando Naveda; Stephen B. Seidman, 2006
4938, CakePHP Cookbook Documentation Release 2.x, Cake Software Foundation, 2013
4939, Just Enough Requirements Management: Where Software Development Meets Marketing, Alan Mark Davis, 2005
4940, Microprocessor Systems Design: 68000 Family Hardware+ Software+ and Interfacing, Alan Clements, 1997
4941, Object-Oriented Software Engineering: Conquering Complex and Changing Systems, Bernd Bruegge; Allen H. Dutoit, 1999
4942, A Handbook of Software and Systems Engineering: Empirical Observations+ Laws and Theories, Albert Endres; Dieter Rombach, 2003
4943, Agile Software Engineering with Visual Studio: From Concept to Continuous Feedback, Sam Guckenheimer; Neno Loje, 2011
4944, Software, Jeff Mapua,
4945, Strategic Market Management [with BizLX Software], David A. Aaker,
4946, Design Patterns for Object-Oriented Software Development, Wolfgang Pree, 1994
4947, Lean Software Strategies: Proven Techniques for Managers and Developers, Peter Middleton; James Sutton, 2005
4948, Programming On Purpose III: Essays On Software Technology, P.J. Plauger, 1993
4949, Beginning Agile - A beginners guide to Agile Software Project Management, John   Donovan, 2012
4950, Elements Of Software Science, Maurice H. Halstead, 1981
4951, Practical Reusable Unix Software, Balachander Krishnamurthy, 1995
4952, Software Quality: Theory and Management, Alan Gillies, 1992
4953, Software Similarity and Classification, Silvio Cesare; Yang Xiang, 2012
4954, Better Software Faster, Andy Carmichael; Dan Haywood, 2002
4955, Software Licensing Handbook, Jeffrey I. Gordon, 2008
4956, Practical Software Factories in .NET, Gunther Lenz, 2006
4957, Software Engineering: A Holistic View, Bruce I. Blum, 1992
4958, Constructing Superior Software, Paul C. Clements, 1999
4959, Applied Statistics for Software Managers, Katrina D. Maxwell, 2002
4960, Software Engineering Mathematics, Janet Woodcock, 1988
4961, Software Engineering: Planning for Change, David Alex Lamb, 1988
4962, Software Engineering Mathematics, Jim Woodcock; Martin J. Loomes, 1989
4963, Software Engineering for Internet Applications, Eve Astrid Andersson; Philip Greenspun; Andrew Grumet, 2006
4964, Economics-Driven Software Architecture, Ivan Mistrík; Rami Bahsoon; Rick Kazman, 2014
4965, Software Requirements 2, Karl Wiegers,
4966, Software-Defined Radio for Engineers, Travis F. Collins; Robin Getz; Pu Di,
4967, Embedded Software Development with eCos, Anthony J. Massa, 2002
4968, Manifesto for Agile Software Development, Kent Beck; Mike Beedle; Arie van Bennekum, 2001
4969, Articles on Vocal Synthesising Software, Hephaestus Books, 2011
4970, Object-Oriented Software Development, Mark Lorenz, 1992
4971, Metamodelling for Software Engineering, B. Henderson-Sellers, 2008
4972, Software Architecture: Interview Questions, Shivprasad Koirala; Sham Sheikh, 2008
4973, Building Software: A Practitioner&#39;s Guide, Krishnamurthy Krishnamurthy; Krishnamurthy Krishnamurthy, 2007
4974, Zero Defect Software, G. Gordon Schulmeyer,
4975, Building a Successful Software Business, Dave Radin; Mike Loukides, 1994
4976, Elegant Software Design Principles, Narayanan Jayaratchagan,
4977, Implementing Automated Software Testing: How to Save Time and Lower Costs While Raising Quality, Elfriede Dustin; Thom Garrett; Bernie Gauf, 2009
4978, The Complete Adult Psychotherapy Treatment Planner [With Therascribe Software Only], Arthur E. Jongsma Jr.; Mark Peterson, 1999
4979, Software Engineering, K.K. Aggarwal; Yogesh Singh, 2008
4980, Software Development, Wolfgang End, 1983
4981, Software Architecture, Flavio Oquendo, 2008
4982, Software Quality, Alan Gillies, 1996
4983, Software Reliability, Hermann Kopetz, 1976
4984, Software Reliability, Hoang Pham, 1999
4985, The Software Conspiracy, Mark Minasi, 2001
4986, Software RX, Rodney C. Wilson, 1996
4987, Software Psychology, Shneiderman,
4988, Software People, Douglas G. Carlston, 1987
4989, Software Engineering, K.L. James, 2013
4990, Software Architectur, P Donohoe, 1900
4991, Software Implementation, Michael Marcotty, 1991
4992, Software Engineering, Randall Jensen; Charles C. Tonies, 1979
4993, Software Engineering, Jochen Ludewig; Horst Lichter, 2012
4994, Software Architecture, Oliver Vogel, 2011
4995, The Software Conspiracy, Sai Sankalap, 2009
4996, The Software Conspiracy, Sai Sankalap, 2009
4997, Software Testing, Shivprasad Koirala, 2007
4998, Disappearing Cryptography: Information Hiding: Steganography and Watermarking, Peter Wayner, 1996
4999, Computer Networking for LANs to WANs: Hardware+ Software and Security [With CDROM], James L. Antonakos, 2009
5000, Instrument Engineers&#39; Handbook+ Volume Three: Process Software and Digital Networks, Béla G. Lipták, 2002
5001, Software Fault Tolerance Techniques and Implementation, Laura L. Pullum, 2001
5002, Open Source Software for Digital Forensics, Ewa Huebner, 2010
5003, The Art and Science of Analyzing Software Data, Christian Bird; Tim Menzies; Thomas Zimmermann, 2015
5004, Fundamental Concepts for the Software Quality Engineer, Taz Daughtrey, 2001
5005, Software Configuration Management Implementation Roadmap, Mario E. Moreira, 2004
5006, Labyrinth: A Novel about the Software Industry, Arunabha Sengupta, 2006
5007, Software Engineering+ The Supporting Processes, Richard H. Thayer; Merlin Dorfman, 2005
5008, Software &amp; Systems Requirements Engineering: In Practice, Brian Berenbach; Daniel J. Paulish, 2009
5009, The Software Vulnerability Guide, Herbert H. Thompson, 2005
5010, Outsourcing Software Development Offshore: Making It Work, Tandy Gold, 2004
5011, Applying Design for Six Sigma to Software and Hardware Systems, Eric Maass; Patricia D. McNair; Tom  Judd, 2009
5012, Operating Systems: Concurrent and Distributed Software Design, Jean Bacon; Tim Harris, 2003
5013, Software Defined Networking (SDN) - a definitive guide, Rajesh Kumar Sundararajan, 2013
5014, IT Essentials: PC Hardware and Software Labs and Study Guide, Patrick E. Regan, 2008
5015, Making Software Engineering Happen: A Guide For Instituting The Technology, Roger S. Pressman, 1988
5016, Programming On Purpose II: Essays On Software People, P.J. Plauger, 1993
5017, Architecture-Centric Software Project Management: A Practical Guide, Daniel J. Paulish, 2001
5018, Large-Scale Software Architecture: A Practical Guide Using UML, Richard Anthony; Jeff Garland, 2002
5019, Surviving the Top Ten Challenges of Software Testing: A People-Oriented Approach, William E. Perry; Randall W. Rice, 1997
5020, Practical Software Estimation: Function Point Methods for Insourced and Outsourced Projects, M.A. Parthasarathy, 2003
5021, Starting a Tech Business: A Practical Guide for Anyone Creating or Designing Applications or Software, Alex Cowan, 2012
5022, Design and Use of Software Architectures: Adopting and Evolving a Product-Line Approach, Jan Bosch, 2000
5023, The Digital Photographer&#39;s Guide to Filters: The Complete Guide to Hardware and Software Filtration, Ross Hoddinott, 2007
5024, Elementary Linear Algebra Seventh Edition And Linear Algebra Applications Software Ibm Pc 3.5 Seventh Edition Set, Howard Anton, 1973
5025, Essential Skills for the Agile Developer: A Guide to Better Programming and Design: A Guide for Implementing Lean-Agile Software Development in Your Organization, Alan Shalloway; Scott L. Bain, 2011
5026, Software Sanierung Weiterentwicklung+ Testen Und Refactoring Bestehender Software, Sebastian Kübeck, 2009
5027, Profit from Software Ecosystems: Business Models+ Ecosystems and Partnerships in the Software Industry, Karl Popp; Ralf Meyer, 2010
5028, Software Development with Z: A Practical Approach to Formal Methods in Software Engineering, John Wordsworth, 1992
5029, Professional Software Testing with Visual Studio 2005 Team System: Tools for Software Developers and Test Engineers, Tom Arnold; Andy Leonard, 2007
5030, Principles of Software Development Leadership: Applying Project Management Principles to Agile Software Development Leadership, Ken Whitaker, 2009
5031, Writing Compilers and Interpreters: A Modern Software Engineering Approach Using Java, Ronald Mak, 2009
5032, Fundamentals of Heat and Mass Transfer Third Edition and Uts: Software TK Solver Heat Transfer, Frank P. Incropera, 1981
5033, Agile Software Development Evaluating the Methods for Your Organization, Alexis Leon, 2004
5034, Building Successful Partner Channels: in the Software Industry, Hans Peter Bech; Emma Crabtree; Preben Damgaard, 2015
5035, Software libero pensiero libero. Vol. 2, Richard M. Stallman, 2004
5036, Microservices Architecture: Make the architecture of a software as simple as possible, Edward Cambell, 2015
5037, Making the Software Business Case: Improvement by the Numbers, Donald J. Reifer, 2001
5038, Medical Device Software Verification+ Validation and Compliance, David A. Vogel, 2010
5039, Software Testing: An ISTQB-ISEB Foundation Guide, Brian Hambling; Peter Morgan; Angelina Samaroo, 2010
5040, Software Testing: Fundamental Principles and Essential Knowledge, James D. McCaffrey, 2009
5041, Fundamentals of Global Positioning System Receivers: A Software Approach, James Bao-Yen Tsui, 2000
5042, The Software Conspiracy: Why Software Companies Put Out Faulty Products+ How They Can Hurt You+ and What You Can Do about It, Mark Minasi, 1999
5043, NCLEX® Review 4000: Study Software for NCLEX-RN®, Lippincott Williams &amp; Wilkins; Lippincott Williams &amp; Wilkins, 2008
5044, Plug in with onOne Software: A Photographer&#39;s Guide to Vision and Creative Expression, Nicole S. Young, 2012
5045, Building Software: Software Engineering for Future, Andy Podgurski, 2009
5046, Software Engineering: The Production Of Quality Software, Shari Pfleeger,
5047, Software By Teamwork: Building Software In Groups, Larry L. Constantine, 2001
5048, Software Metrics: The Discipline of Software Quality, Lem O. Ejiogu, 2005
5049, Software Measurement: Understanding Software Engineering, Austin C. Melton, 1995
5050, Cleanroom Software Engineering: Technology and Process, Stacy J. Prowell; Richard C. Linger, 1999
5051, Newnes Software Engineer&#39;s Pocket Book, Mike Tooley, 1994
5052, Executive Briefing: Controlling Software Development, Lawrence H. Putnam; Ware Myers, 1996
5053, Designing Software Architectures: A Practical Approach, Humberto Cervantes; Rick Kazman,
5054, Introduction to Microprocessors: Software+ Hardware+ Programming, Lance A. Leventhal, 1978
5055, Systematic Software Development Using Vdm, Cliff B. Jones, 1990
5056, Object Oriented Methods For Software Development, Jag Sodhi; Prince Sodhi,
5057, Learning Software Testing with Test Studio, Rawane Madi, 2013
5058, Learn Hardware Firmware and Software Design, Opritsa D. Popa,
5059, Patterns of Software Systems Failures and Successes, Capers Jones, 1995
5060, Architecture of Reliable Web Applications Software, Moh&#39;d A. Radaideh; Radaideh, 2006
5061, Modern Software Development Using Java, Paul T. Tymann; G. Michael Schneider, 2007
5062, Software Metrics: A Rigorous and Practical Approach, Norman E. Fenton, 1991
5063, Think Python: An Introduction to Software Design, Allen Downey, 2011
5064, Silverlight 4 Business Intelligence Software, Bart Czernicki, 2010
5065, Effective C# (Covers C# 4.0): 50 Specific Ways to Improve Your C#, Bill Wagner, 2004
5066, A Practical Handbook for Software Development, N.D. Birrell; M.A. Ould, 1985
5067, Testing Embedded Software, Bart Broekman; Edwin Notenboom, 2002
5068, Principles of Software Engineering and Design, Marvin V. Zelkowitz, 1979
5069, Elementary Logic: For Software Development, Robert Lover, 2007
5070, Formal Software Development, Quentin Charatan; Aaron Kans, 2003
5071, Principles of Software Engineering, Richard E. Fairley, 2011
5072, Genealogy Software Guide, Marthe Arends, 1998
5073, Coding: On Software Design Process, Jonathan Locke; Nathania tenWolde, 2010
5074, Industrial Strength Software, Lawrence H. Putnam; Ware Myers, 1997
5075, Social Thinking--Software Practice, Yvonne Dittrich; Christiane Floyd; Ralf Klischewski, 2002
5076, GROL+RADAR book &amp; software, Gordon West; Pete Trotter; Eric Nichols, 2009
5077, Engineering Software for Accessibility, Microsoft Corporation, 2009
5078, Software Development with C++, Kjell Nielsen, 1994
5079, Artificial Intelligence and Software Engineering, Derek Partridge, 1991
5080, The Digital Photographer&#39;s Software Guide, John Lewell, 2008
5081, Software Inspection Process, Robert G. Ebenau; Susan H. Strauss, 1994
5082, Software Solutions in C, Dale Schumacher, 1994
5083, Elastic Leadership for Software Teams, Roy Osherove,
5084, Specifying Software: A Hands-On Introduction, R.D. Tennent, 2001
5085, Secure and Resilient Software Development, Mark S. Merkow; Lakshmikanth Raghavan, 2010
5086, Corporate Software Project Management, Guy W. Lecky-Thompson, 2005
5087, Software Engineering: A Programming Approach, Douglas Bell, 2000
5088, Software Engineering Metrics And Models, Samuel Daniel Conte, 1986
5089, Secure Software Design, Theodor Richardson; Charles N. Thies, 2012
5090, Design of Software Measures, Alain Abran, 2010
5091, Equipes de Software, Brian W. Fitzpatrick; Ben Collins-Sussman, 2012
5092, Software Engineering, Institute of Electrical and Electronics Engineers, 1992
5093, Software Engineering Mathematics, Martin J. Loomes; Jim Woodcock, 1988
5094, Software Development Basics, David Emmick, 2007
5095, The Psychology of Software #Testing, John Stevenson,
5096, Component Based Software Engineering, Alan W. Brown, 1996
5097, Tutorial+ Software Management, Software Management Tutorial; Donald J. Reifer, 1979
5098, Component-Based Software Engineering, Grace A. Lewis; Christine Hofmeister; Iman Hafiz Poernomo, 2009
5099, Computer Organization And System Software, Madhulika Jain; Satish Jain; Vineeta Pillai,
5100, Software Risk Management, Barry Boehm, 1990
5101, Software Reuse Techniques, Carma McClure, 1997
5102, Unified Software Engineering with Java, Georges G. Merx, 2006
5103, The Definitive Guide To Free Software, Barry Collins, 2015
5104, Great Software Debates, Alan M. Davis, 2004
5105, Secrets of Software Quality, Craig Kaplan; Victor Tang, 1994
5106, Successful Software Process Improvement, Robert B. Grady, 1997
5107, Studyguide for Software Engineering 8, Ian Sommerville, 2011
5108, Software Engineering: Selected Readings, Eric J. Braude, 1999
5109, Performance Engineering of Software Systems, Connie U. Smith, 1990
5110, Defining and Deploying Software Processes, F. Alan Goodman, 2005
5111, How to Fail at Software Development, Arthur Griffith,
5112, Requirements Engineering for Software and Systems, Phillip A Laplante,
5113, SAFe® 4.0 Reference Guide: Scaled Agile Framework® for Lean Software and Systems Engineering, Dean Leffingwell,
5114, No Computer Viruses: N O Anti-Virus Software Needed, Various, 2011
5115, A Tale of Two Systems: Lean and Agile Software Development for Business Leaders, Michael K. Levine, 2009
5116, Arduino for Beginners: Step-by-Step Guide to Arduino, Simon Knight,
5117, Essentials Of Entrepreneurship And Small Business Management, Thomas W. Zimmerer; Palo Alto Software, 1997
5118, Taming the Tiger: Software Engineering and Software Economics, Leon S. Levy, 1986
5119, Guide to Software Export: A Handbook for International Software Sales, Roger A. Philips, 1998
5120, Software By Design: Creating People Friendly Software For The Macintosh, Penny Bauersfeld, 1994
5121, CMMI for Outsourcing: Guidelines for Software+ Systems+ and It Acquisition, Hubert F. Hofmann, 2007
5122, IT Career Jumpstart: An Introduction to PC Hardware+ Software+ and Networking, N. Alpern; Joey Alpern, 2011
5123, Refactoring for Software Design Smells: Managing Technical Debt, Girish Suryanarayana; Ganesh Samarthyam; Tushar Sharma, 2014
5124, Information Systems in Business Management: With Software and Basic Tutorials, James A. O&#39;Brien, 1988
5125, Guide to Software Development: Designing and Managing the Life Cycle, Arthur M. Langer, 2011
5126, Using Aspect-Oriented Programming for Trustworthy Software Development, Vladimir O. Safonov, 2008
5127, Hardware/Software Co-Design: Principles and Practice, Jørgen Staunstrup; Wayne Wolf, 1997
5128, ERLANG Programming: A Concurrent Approach to Software Development, Francesco Cesarini; Simon Thompson, 2009
5129, Beyond Legacy Code: Nine Practices to Extend the Life (and Value) of Your Software, David Scott Bernstein,
5130, Patterns Kompakt: Entwurfsmuster Für Effektive Software Entwicklung, Karl Eilebrecht; Gernot Starke, 2006
5131, Tips and Tuning Guide for MS Flight Simulator 2000, Abacus Software, 2000
5132, Berkeley DB, Sleepycat Software; Sleepycat Software, 2001
5133, Pivotal CRM 6.0.9 Installation and Deployment Guide, CDC Software, 2011
5134, Power C: The High-Performance C Compiler, Mix Software, 1988
5135, فرهنگ لغت تخصصی بهمن مهندسی کامپیوتر, Bahman Softwares,
5136, Instant Messaging Systems [With CD], Dreamtech Software; Dreamtech Software India, 2002
5137, Intro to HTML5 and CSS3, CoffeeCup Software, 2010
5138, Punch! Home &amp; Landscape Design User&#39;s Manual, Punch! Software, 2008
5139, Paint Shop Pro 8, JASC Software, 2003
5140, Micro-Logic II Student Edition 5.25 Version, Software Spectrum,
5141, Renegades of the Empire: How Three Software Warriors Started a Revolution Behind the Walls of Fortress Microsoft, Michael Drummond, 1999
5142, How To Painlessly Create CreateSpace Books: The Quickest and Easiest Way to Make CreateSpace Books with Free Software and Programs, Eric Z,
5143, Modernizing Legacy Systems: Software Technologies+ Engineering Processes+ and Business Practices, Robert C. Seacord, 2003
5144, The Intel Microprocessor Family: Hardware and Software Principles and Applications [With CDROM], James L. Antonakos, 2006
5145, Pattern Languages of Program Design 5, Dragos Manolescu; Markus Voelter; James Noble, 2006
5146, Wireless Programming With J2 Me Cracking The Code, Dreamtech Software Team, 2007
5147, VoiceXML 2.0 Developer&#39;s Guide: Building Professional Voice Enabled Applications with JSP+ ASP &amp; Coldfusion, Dreamtech Software India, 2002
5148, The 7 Qualities of Highly Secure Software, Mano Paul, 2012
5149, Raspberry Pi System Software Reference, Warren Gay, 2014
5150, Building A Secure Software Construction Process, Jason Grembi, 2008
5151, Computer Science: The Hardware+ Software and Heart of It, Alfred V. Aho; Edward K. Blum, 2011
5152, Readings in Electronic Commerce: Sphigs Software, Ravi Kalakota; Andrew B. Whinston, 1996
5153, Software Architecture in Practice 3/e, Bass L,
5154, Software Requirements Using the Unified Process, Daniel R. Windle, 2002
5155, Software Defined Storage with OpenStack Swift, Joe Arnold, 2013
5156, Software Security Technologies: A Programmatic Approach, Richard Sinn, 2007
5157, SAFe 4.0 Distilled: Applying the Scaled Agile Framework for Lean Software and Systems Engineering, Richard Knaster; Dean Leffingwell,
5158, Introduction to PCI Express: A Hardware and Software Developer&#39;s Guide, Adam Wilen,
5159, Software Development Fundamentals+ Exam 98-361, John Wiley &amp; Sons, 2011
5160, Software Testing: A Guide to the Tmap (R) Approach, Martin Pol; Erik van Veenendaal, 2001
5161, Software Engineering Volume 1: The Development Process, Richard H. Thayer, 2005
5162, Software Maintenance: Concepts and Practice, Penny Grubb; Armstrong A. Takang, 2003
5163, The Project Manager&#39;s Guide to Software Engineering&#39;s Best Practices, Mark Christensen; Richard H. Thayer, 2002
5164, Building Better Applications: A Theory Of Efficient Software Development, Michael R. Dunlavey, 1994
5165, Software Architecture: A Comprehensive Framework and Guide for Practitioners, Oliver Vogel; Ingo Arnold; Arif Chughtai, 2011
5166, Evaluating Project Decisions: Case Studies in Software Engineering, Carol L. Hoover, 2009
5167, Herding Tigers: Business+ Software and the Art of War, Danny  Blitz, 2009
5168, MATLAB Software for Chemical and Petroleum Engineering, Ahmmed Saadi Ibrahem, 2011
5169, Computer Aided Design: Software and Analytical Tools, C.S. Krishnamoorthy; S. Rajeev, 1992
5170, The Dark Side of Software Engineering: Evil on Computing Projects, Johann Rost; Robert Glass, 2010
5171, Sibelius: A Comprehensive Guide to Sibelius Music Notation Software, Thomas Rudolph; Vincent Leonard, 2007
5172, The Book of Daniel: A Commentary (Koinonia House Commentaries, Chuck Missler, 1999
5173, Chess Software Sourcebook: A Comprehensive Guide to Selecting and Using Chess Software, Robert J. Pawlak,
5174, Software Testing Interview Questions and Answers: Software Testing Interview Questions and Answers, S. Singh,
5175, Making It Big in Software: A Guide to Success for Software Vendors with Growth Ambitions, Cyprian McHugh, 1999
5176, Practical Implementation of Software Metrics, Paul  Goodman, 1993
5177, The Software Dilemma: Balancing Creativity and Control on the Path to Sustainable Software, Roger Gutbrod; Christian Wiele, 2012
5178, Secrets of the Wholly Grill: A Novel About Cravings+ Barbecue+ and Software, Lawrence G. Townsend, 2002
5179, Payroll Accounting 2013, Bernard J. Bieg; Judith A. Toland, 1997
5180, 98-361: MTA Software Development Fundamentals, MOAC (Microsoft Official Academic Course), 2011
5181, Visual Studio Team System: Better Software Development for Agile Teams, Will Stott; James W. Newkirk, 2007
5182, Software Studies, Jesse Russell; Ronald Cohn, 2012
5183, Software That Sells, Edward Hasted, 2005
5184, Software Engineering, Richard H. Thayer; Mark Christensen; Dixie Garr, 2002
5185, Software Architecture, Springer, 2012
5186, Software Engineering, C. Foster Elvis C. Foster; Elvis C. Foster, 2010
5187, Software Measurement [With *], Dick B. Simmons; Way Kuo; Dick B. Simmons, 1997
5188, Software Architecture, Ron Morrison; Flavio Oquendo, 2008
5189, Software Systems, Joseph Vybihal, 2008
5190, Software Patterns, James O. Coplien,
5191, Software Architecture, Volker Gruhn; Flavio Oquendo, 2006
5192, Software Reuse, R. Rada, 1994
5193, Application Software, Dennis P. Curtin,
5194, Software Engineering, John   Lewis,
5195, Software-Ergonomie, Jens Wandmacher, 1993
5196, Software Engineering, Jibitesh Mishra; Ashok Mohanty, 2011
5197, Software testing, Jay Lincoln, 2014
5198, Software Metrics, Alan J. Perlis; Mary Shaw; Frederick G. Sayward, 2000
5199, Software Excellence, Larry Shiller, 1990
5200, Software Process, Alfonso Fuggetta, 1996
5201, Software Architecture, M. Ali Babar, 2010
5202, Software engineering, Ivan Marsic, 2012
5203, Software Quality, Joc Sanders; Eugene Curran, 1994
5204, Software Security Austerity - Software security debt in modern software development, Ollie Whitehouse; James Vaughan, 2012
5205, The Making of Microsoft: How Bill Gates and His Team Created the World&#39;s Most Successful Software Company, Daniel Ichbiah; Susan Knepper, 1991
5206, HTML: Your visual blueprint for designing effective Web pages (Visual, Ruth Maran, 2000
5207, .Net Patterns: Architecture+ Design+ and Process, Christian Thilmany, 2003
5208, The Windows Interface Guidelines for Software Design: An Application Design Guide, Microsoft Corporation, 1994
5209, Developing Software with UML: Object-Oriented Analysis and Design in Practice, Bernd Oestereich, 1999
5210, Programming Cultures: Architecture+ Art and Science in the Age of Software Development, Mike Silver, 2006
5211, Applied C++: Practical Techniques for Building Better Software [With CDROM], Philip Romanik, 2003
5212, The Story of U.S. Gold:  A very American+ British software house, Chris  Wilkins; Roger Kean, 2015
5213, Software Engineering for Embedded Systems: Methods+ Practical Techniques+ and Applications, Robert Oshana, 2013
5214, Fundamental Accounting Principles - Excel Workpapers CD, John J. Wild, 1975
5215, Numerical Methods For Engineers: With Software And Programming, Steven C. Chapra, 1985
5216, Encyclopedia Of Software Engineering, John J. Marciniak, 1994
5217, Software Consulting: A Revolutionary Approach, Edward D. Lavieri Jr., 2010
5218, Software For The Brain 2, Michael Hewitt-Gleeson, 1991
5219, Microprocessing Fundamentals: Hardware and Software, Edward V. Ramirez; Edward V. Ramirez,
5220, Software Engineering: Theory and Practice, Shari Lawrence Pfleeger, 1998
5221, Software Engineering: A Hands-On Approach, Roger Y. Lee, 2013
5222, Software Design and Development, Philip Gilbert, 1983
5223, Software Engineering Reviews and Audits, Boyd L. Summers, 2011
5224, Fundamentals of Software Engineering, Farhad Arbab, 2010
5225, Komplexe Software-Systeme beherrschen, Derek Hatley, 2003
5226, YouTube Marketing + Free Software, Sandhiya S; Dhanujha K,
5227, Software Essentials: Design and Construction, Adair Dingle,
5228, Software and Agile Manufacture, Brian H. Maskell, 1993
5229, The Product Marketing Handbook For Software, Merrill R. Chapman,
5230, Testing Object Oriented Software, David C. Kung; Pei Hsia; Jerry Gao, 1998
5231, Software Design Cognitive Aspect, Francoise Detienne; F. Bott, 2001
5232, Software Testing Complete Guide, Debasis Pradhan, 2014
5233, Year 2000 Software Testing, William E. Perry, 1998
5234, Software Quality Engineering, Robert A. Adey; Carl Tasso,
5235, The Year 2000 Software Crisis, William M. Ulrich; Ian S. Hayes, 1997
5236, Constructing Correct Software, John Cooke, 2004
5237, Tutorial On Software Design Techniques, Peter Freeman, 1980
5238, Applying Software Metrics, Paul Oman; Shari Lawrence Pfleeger, 1996
5239, Developing Software For The User Interface, Len Bass, 2000
5240, Software and Systems Traceability, Jane Huang; Orlena Gotel; Andrea Zisman, 2012
5241, Software Engineering: The Current Practice, Vaclav Rajlich, 2011
5242, Software Engineering: A Programming Approach, Doug Bell; John Pugh, 1992
5243, Complete Guide to Software Testing, William C. Hetzel, 1984
5244, Java Software Solutions, John   Lewis; William Loftus, 2011
5245, Advanced Automated Software Testing, Izzat Alsmadi, 2012
5246, Software Architectures: Advances and Applications, Leonor Barroca; Patrick Hall; Jon Hall, 1999
5247, Rationale-Based Software Engineering, Janet E. Burge; John Millar Carroll; Raymond J. McCall, 2008
5248, Software Development In C, Sartaj Sahni,
5249, Social Software. schnell + kompakt, Martin Szugat; Jan E. Gewehr; Cordula Lochmann,
5250, Software Testing and QTP Automation, Rajamanickam Antonimuthu, 2010
5251, Designing Hard Software, Douglas W. Bennett, 1996
5252, Selling High Value Software, John Coburn, 2005
