ID, name, author, year
6173, International Law and Sexual Violence in Armed Conflicts., Eboe-Osuji+ Chile, 2012
6174, The corporation that changed the world : how the East India Company shaped the modern multinational, Robins+ Nick, 2012
6175, Aviation security : after four decades+ it's time for a fundamental review, Jenkins+ Brian Michael, ©2012
6176, A policy analysis of reserve retirement reform, Asch+ Beth J., 2013
6177, Capabilities-based planning for energy security at Department of Defense installations, Samaras+ Constantine, 2013
6178, Critical materials : present danger to U.S. manufacturing, Silberglitt+ R. S., 2013
6179, Overseas basing of U.S. military forces : an assessment of relative costs and strategic benefits, Lostumbo+ Michael, 2013
6180, Measuring Army deployments to Iraq and Afghanistan, Baiocchi+ Dave, ©2013
6181, Cataract blindness and simulation-based training for cataract surgeons : an assessment of the HelpMeSee approach, Broyles+ James R., 2012
6182, Corruption and anti-corruption, , 2013
6183, Addressing climate change in local water agency plans : demonstrating a simplified robust decision making approach in the California Sierra foothills, Groves+ David G., 2013
6184, From stalemate to settlement : lessons for Afghanistan from historical insurgencies that have been resolved through negotiation, Clarke+ Colin P., 2014
6185, Bondage : labor and rights in Eurasia from the sixteenth to the early twentieth centuries, Stanziani+ Alessandro, 2014
6186, The U.S. Army in Southeast Asia : near-term and long-term roles, Chalk+ Peter, 2013
6187, Beastly journeys : travel and transformation at the fin de siècle, Youngs+ Tim, 2013
6188, Who pays for justice? : perspectives on state court system financing and governance, McGovern+ Geoffrey, 2014
6189, Strengthening coastal planning : how coastal regions could benefit from Louisiana's planning and analysis framework, Groves+ David G., 2014
6190, The posture triangle : a new framework for U.S. Air Force global presence : research report, Pettyjohn+ Stacie L., ©2013
6191, Data_flood : helping the Navy address the rising tide of sensor information, Porche+ Isaac R., 2014
6192, Why Is veteran unemployment so high?, Loughran+ David S., 2014
6193, Dutch Atlantic connections+ 1680-1800 : linking empires+ bridging borders, , 2014
6194, In the eye of the beholder : what six nineteenth-century women tell us about indigenous authority and identity, Dawson+ Barbara, 2014
6195, Dutch commerce and Chinese merchants in Java : colonial relationships in trade and finance+ 1800-1942, Claver+ Alexander, 2014
6196, Access to behavioral health care for geographically remote service members and dependents in the U.S., Brown+ Ryan Andrew, 2014
6197, Consumption and violence : radical protest in Cold-War West Germany, Sedlmaier+ Alexander, 2014
6198, Blood ties : religion+ violence+ and the politics of nationhood in Ottoman Macedonia+ 1878-1908, Yosmaoğlu+ İpek, 2014
6199, Timor-Leste's bill of rights : a preliminary history, Devereux+ Annemarie, 2015
6200, Sleep in the military : promoting healthy sleep among U.S. servicemembers, Troxel+ Wendy M., 2015
6201, China's incomplete military transformation : assessing the weaknesses of the People's Liberation Army (PLA), Chase+ Michael, 2015
6202, Cultural history in Europe : institutions -- themes -- perspectives, , 2011
6203, The fabulous future? : America and the world in 2040, , 2015
6204, Managing under austerity+ delivering under pressure : performance and productivity in public service, , 2015
6205, Technicians of human dignity : bodies+ souls+ and the making of intrinsic worth, Bennett+ Gaymon, 2016
6206, Implications of integrating women into the Marine Corps infantry, Schaefer+ Agnes Gereben, 2015
6207, Paul Robeson : the artist as revolutionary, Horne+ Gerald, 2016
6208, The war correspondent, McLaughlin+ Greg, 2016
6209, Black+ white & gold : gold mining in Papua New Guinea+ 1878-1930, Nelson+ Hank, 2016
6210, Narrow but endlessly deep : the struggle for memorialisation in Chile since the transition to democracy, Read+ Peter, ©2016
6211, The lion that didn't roar : can the Kimberley Process stop the blood diamonds trade?, Davidson+ Nigel, 2016
6212, The consequences of chaos : Syria's humanitarian crisis and the failure to protect, Ferris+ Elizabeth G., 2016
6213, Risk criticism : precautionary reading in an age of environmental uncertainty, Wallace+ Molly, 2016
6214, Ghosts -- or the (nearly) invisible : spectral phenomena in literature and the media, , 2016
6215, In the beginning was the image : the omnipresence of pictures : time+ truth+ tradition, Benedek+ András, 2016
6216, Institutions of Hanseatic trade : studies on the political economy of a medieval network organisation, Ewert+ Ulf Christian, 2016
6217, The middle included : logos in Aristotle, Aygün+ Ömer, 2016
6218, Knights across the Atlantic : the Knights of Labor in Britain and Ireland, Parfitt+ Steven, 2016
6219, The European Union's policy towards Mercosur : responsive not strategic, Gomez+ Arana Arantza, 2017
6220, Human remains in society : curation and exhibition in the aftermath of genocide and mass-violence, , 2017
6221, Advances in research using the C-SPAN archives, , 2017
6222, Postcoloniality : the French dimension, Majumdar+ Margaret A., 2007
6223, Learning from Fukushima : nuclear power in East Asia, , 2017
6224, Australia+ the European Union and the new trade agenda, , 2017
6225, Rio 2016 : Olympic myths+ hard realities, , 2017
6226, Medical bondage : race+ gender+ and the origins of American gynecology, Cooper Owens+ Deirdre Benia, 2017
6227, Cognitive disability aesthetics : visual culture+ disability representations+ and the (in)visibility of cognitive difference, Fraser+ Benjamin, 2018
6228, Work+ sex and power : the forces that shaped our history, Thompson+ Willie, 2015
6229, Alternative pathways to complexity : a collection of essays on architecture+ economics+ power+ and cross-cultural analysis in honor of Richard E. Blanton, , 2016
6230, Sign Languages in Village Communities : Anthropological and Linguistic Insights., Zeshan+ Ulrike, 2012
6231, The Nivison Annals : Selected Works of David S. Nivison on Early Chinese Chronology+ Astronomy+ and Historiography, Nivison+ David S., 2018
6232, Empire and identity in Guizhou : local resistance to Qing expansion, Weinstein+ Jodi L., 2013
6233, Kapitalismus und Naturzerstörung : Zur kritischen Theorie des gesellschaftlichen Naturverhältnisses., Stache+ Christian, 2017
6234, Prisons in the late Ottoman Empire : microcosms of modernity, Schull+ Kent F., 2014
6235, When abortion was a crime : women+ medicine+ and law in the United States+ 1867-1973, Reagan+ Leslie J., ©1997
6236, The politics of force : media and the construction of police brutality, Lawrence+ Regina G., ©2000
6237, Revealing male bodies, , ©2002
6238, The reconstruction of American liberalism+ 1865-1914, Cohen+ Nancy L., ©2002
6239, The silk weavers of Kyoto : family and work in a changing traditional industry, Hareven+ Tamara K., ©2002
6240, Rule of experts : Egypt+ techno-politics+ modernity, Mitchell+ Timothy, ©2002
6241, The unending frontier : an environmental history of the early modern world, Richards+ John F., ©2003
6242, Corn & capitalism : how a botanical bastard grew to global dominance, Warman+ Arturo, ©2003
6243, At America's gates : Chinese immigration during the exclusion era+ 1882-1943, Lee+ Erika, 2003
6244, Colonial subjects : Puerto Ricans in a global perspective, Grosfoguel+ Ramón., ©2003
6245, Opium regimes : China+ Britain+ and Japan+ 1839-1952, , ©2000
6246, Race and the invisible hand : how white networks exclude black men from blue-collar jobs, Royster+ Deirdre A., ©2003
6247, Making sweatshops : the globalization of the U.S. apparel industry, Rosen+ Ellen Israel, ©2002
6248, The fractious nation? : unity and division in contemporary American life, , ©2003
6249, Popular culture in the age of white flight : fear and fantasy in suburban Los Angeles, Avila+ Eric, ©2004
6250, Tsukiji : the fish market at the center of the world, Bestor+ Theodore C., ©2004
6251, Why did they kill? : Cambodia in the shadow of genocide, Hinton+ Alexander Laban, ©2005
6252, The family of woman : lesbian mothers+ their children+ and the undoing of gender, Sullivan+ Maureen, ©2004
6253, Eugenic nation : faults and frontiers of better breeding in modern America, Stern+ Alexandra, ©2005
6254, Mexican New York : transnational lives of new immigrants, Smith+ Robert C., ©2006
6255, The AIDS pandemic : complacency+ injustice+ and unfulfilled expectations, Gostin+ Lawrence O., 2004
6256, Millennial monsters : Japanese toys and the global imagination, Allison+ Anne, ©2006
6257, Women and the Fatimids in the world of Islam, Cortese+ Delia, ©2006
6258, Nationalism and ethnosymbolism : history+ culture and ethnicity in the formation of nations, , ©2007
6259, Origins of democracy in ancient Greece, Raaflaub+ Kurt A., ©2007
6260, Building houses out of chicken legs : Black women+ food+ and power, Williams-Forson+ Psyche A., ©2006
6261, How race is made : slavery+ segregation+ and the senses, Smith+ Mark M., 2006
6262, Making home work : domesticity and Native American assimilation in the American West+ 1860-1919, Simonsen+ Jane E., ©2006
6263, The graves of Tarim : genealogy and mobility across the Indian Ocean, Ho+ Engseng, ©2006
6264, Africa after gender?, , 2007
6265, Peasant pasts : history and memory in western India, Chaturvedi+ Vinayak, ©2007
6266, Restorative justice : how it works, Liebmann+ Marian, 2007
6267, Crossing boundaries : thinking through literature, , 2001
6268, The ancient Greeks for dummies, Batchelor+ Stephen J., 2008
6269, The Provisional Irish Republican Army and the morality of terrorism, Shanahan+ Timothy, 2009
6270, Not alms but opportunity : the Urban League & the politics of racial uplift+ 1910-1950, Reed+ Touré F., ©2008
6271, Radiation safety+ protection+ and management for homeland security and emergency response, Burchfield+ Larry A., ©2009
6272, Nuclear logics : contrasting paths in East Asia and the Middle East, Solingen+ Etel, ©2007
6273, The horse+ the wheel+ and language : how Bronze-Age riders from the Eurasian steppes shaped the modern world, Anthony+ David W., ©2007
6274, Cheap meat : flap food nations in the pacific islands, Gewertz+ Deborah B., ©2010
6275, Servants of the dynasty : palace women in world history, , ©2008
6276, Free for all : fixing school food in America, Poppendieck+ Janet, ©2010
6277, India in Africa+ Africa in India : Indian Ocean cosmopolitanisms, , ©2008
6278, Between women : friendship+ desire+ and marriage in Victorian England, Marcus+ Sharon, ©2007
6279, Reading is my window : books and the art of reading in women's prisons, Sweeney+ Megan, ©2010
6280, Women and war in the Middle East : transnational perspectives, , 2009
6281, Migra! : a history of the U.S. Border Patrol, Hernandez+ Kelly Lytle, ©2010
6282, No enchanted palace : the end of empire and the ideological origins of the United Nations, Mazower+ Mark, 2009
6283, Saving God : religion after idolatry, Johnston+ Mark, ©2009
6284, The cloak of dreams : Chinese fairy tales, Balázs+ Béla, ©2010
6285, Mastery+ tyranny+ and desire : Thomas Thistlewood and his slaves in the Anglo-Jamaican world, Burnard+ Trevor G., 2004
6286, Right to ride : streetcar boycotts and African American citizenship in the era of Plessy v. Ferguson, Kelley+ Blair Murphy, ©2010
6287, Well-read lives : how books inspired a generation of American women, Sicherman+ Barbara, ©2010
6288, Literature+ cinema and politics+ 1930-1945 : reading between the frames, Feigel+ Lara, ©2010
6289, Building a housewife's paradise : gender+ politics+ and American grocery stores in the twentieth century, Deutsch+ Tracey, ©2010
6290, Undoing privilege : unearned advantage in a divided world, Pease+ Bob, ©2010
6291, Utopia/dystopia : conditions of historical possibility, , ©2010
6292, Forging diaspora : Afro-Cubans and African Americans in a world of empire and Jim Crow, Guridy+ Frank Andre, ©2010
6293, Peasant and empire in Christian North Africa, Dossey+ Leslie, ©2010
6294, The house on Diamond Hill : a Cherokee plantation story, Miles+ Tiya, ©2010
6295, Love in the time of AIDS : inequality+ gender+ and rights in South Africa, Hunter+ Mark, ©2010
6296, Torchbearers of democracy : African American soldiers in the World War I era, Williams+ Chad Louis, ©2010
6297, Breaking ranks : Iraq veterans speak out against the war, Gutmann+ Matthew C., ©2010
6298, From Chicaza to Chickasaw : the European invasion and the transformation of the Mississippian world+ 1540-1715, Ethridge+ Robbie Franklyn, ©2010
6299, Braceros : migrant citizens and transnational subjects in the postwar United States and Mexico, Cohen+ Deborah, ©2011
6300, Reluctant accomplice : a Wehrmacht soldier's letters from the Eastern Front, Jarausch+ Konrad, ©2011
6301, Oprah : the gospel of an icon, Lofton+ Kathryn, ©2011
6302, The Googlization of everything : (and why we should worry), Vaidhyanathan+ Siva, 2011
6303, Mafias on the move : how organized crime conquers new territories, Varese+ Federico, ©2011
6304, In search of lost meaning : the new Eastern Europe, Michnik+ Adam, ©2011
6305, Reproducing race : an ethnography of pregnancy as a site of racialization, Bridges+ Khiara M., ©2011
6306, Balancing acts : youth culture in the global city, Warikoo+ Natasha Kumar, ©2011
6307, Guaranteed to fail : Fannie Mae+ Freddie Mac+ and the debacle of mortgage finance, , ©2011
6308, West African narratives of slavery : texts from late nineteenth- and early twentieth-century Ghana, Greene+ Sandra E., ©2011
6309, Terms of inclusion : Black intellectuals in twentieth-century Brazil, Alberto+ Paulina L., ©2011
6310, The general's slow retreat : Chile after Pinochet, Spooner+ Mary Helen, ©2011
6311, Mediterraneans : North Africa and Europe in an Age of Migration+ c. 1800-1900., Clancy-Smith+ Julia A., 2010
6312, The ethics of sightseeing, MacCannell+ Dean, ©2011
6313, From the Indian Ocean to the Mediterranean : the global trade networks of Armenian merchants from New Julfa, Aslanian+ Sebouh David, 2011
6314, The won cause : black and white comradeship in the Grand Army of the Republic, Gannon+ Barbara A., ©2011
6315, Living language : an introduction to linguistic anthropology, Ahearn+ Laura M., 2012
6316, Post-Soviet social : neoliberalism+ social modernity+ biopolitics, Collier+ Stephen J., ©2011
6317, The African American roots of modernism : from Reconstruction to the Harlem Renaissance, Smethurst+ James Edward, 2011
6318, Victorian culture and classical antiquity : art+ opera+ fiction+ and the proclamation of modernity, Goldhill+ Simon, ©2011
6319, The gender of memory : rural women and China's collective past, Hershatter+ Gail, ©2011
6320, Beyond blackface : African Americans and the creation of American popular culture+ 1890-1930, , ©2011
6321, Peasants under siege : the collectivization of Romanian agriculture+ 1949-1962, Kligman+ Gail, 2011
6322, Birth models that work, , ©2009
6323, Caligula : a biography, Winterling+ Aloys, ©2011
6324, Edwin Rogers Embree : the Julius Rosenwald Fund+ foundation philanthropy+ and American race relations, Perkins+ Alfred, ©2011
6325, Stolen childhood : slave youth in nineteenth-century America, King+ Wilma, ©2011
6326, An Introduction to Algorithmic Trading : Basic to Advanced Strategies., Leshik+ Edward, 2011
6327, The African diaspora and the disciplines, , ©2010
6328, The Seljuqs : politics+ society and culture, , 2011
6329, The education of Blacks in the South+ 1860-1935, Anderson+ James D., ©1988
6330, Dude+ you're a fag : masculinity and sexuality in high school : with a new preface, Pascoe+ C. J., ©2012
6331, Weighing In : Obesity+ Food Justice+ and the Limits of Capitalism, Guthman+ Julie, 2011
6332, Challenging and emerging conditions in emergency medicine, , 2011
6333, Banding together : how communities create genres in popular music, Lena+ Jennifer C., 2012
6334, Out on assignment : newspaper women and the making of modern public space, Fahs+ Alice, ©2011
6335, The Designer's Guide to Doing Research : Applying Knowledge to Inform Design., Augustin+ Sally, 2012
6336, Behavioral Finance and Wealth Management : How to Build Optimal Portfolios That Account for Investor Biases., Pompian+ Michael, 2012
6337, Music and globalization : critical encounters, , ©2012
6338, Alva Vanderbilt Belmont : unlikely champion of women's rights, Hoffert+ Sylvia D., ©2012
6339, Relaxation For Dummies., Alidina+ Shamash, 2011
6340, Authority and Estrangement : an Essay on Self-knowledge., Moran+ Richard, 2011
6341, The new encyclopedia of Southern culture. Volume 19+ Violence, , ©2011
6342, Moving Viewers : American Film and the Spectator's Experience., Plantinga+ Carl, 2009
6343, Haj to Utopia : How the Ghadar Movement Charted Global Radicalism and Attempted to Overthrow the British Empire., Ramnath+ Maia, 2011
6344, The philosophy of food, , ©2012
6345, El Cinco de Mayo : an American tradition, Hayes-Bautista+ David E., ©2012
6346, Pink and blue : telling the boys from the girls in America, Paoletti+ Jo Barraclough, ©2012
6347, A companion to museum studies, , 2011
6348, Free market fairness, Tomasi+ John, ©2012
6349, The new Arab man : emergent masculinities+ technologies+ and Islam in the Middle East, Inhorn+ Marcia C., 2012
6350, A king travels : festive traditions in late medieval and early modern Spain, Ruiz+ Teofilo F., 2012
6351, Coffee life in Japan, White+ Merry I., 2012
6352, Academic and behavior supports for at-risk students : tier 2 interventions, Stormont+ Melissa, ©2012
6353, Luigi Russolo+ Futurist : noise+ visual arts+ and the occult, Chessa+ Luciano, 2012
6354, Curried cultures : globalization+ food+ and South Asia, , ©2012
6355, Death blow to Jim Crow : the National Negro Congress and the rise of militant civil rights, Gellman+ Erik S., ©[2012]
6356, Rousseau+ the Age of Enlightenment+ and their legacies, Wokler+ Robert, ©2012
6357, Across Atlantic ice : the origin of America's Clovis culture, Stanford+ Dennis J., ©2012
6358, The Arab spring : the end of postcolonialism, Dabashi+ Hamid, 2012
6359, Chicago's new Negroes : modernity+ the great migration+ & Black urban life, Baldwin+ Davarian L., ©2007
6360, Self-taught : African American education in slavery and freedom, Williams+ Heather Andrea, 2005
6361, It's All for the Kids : Gender+ Families+ and Youth Sports., Messner+ Michael A., 2009
6362, Guantánamo : a Working-Class History between Empire and Revolution., Lipman+ Jana K., 2008
6363, The making of modern liberalism, Ryan+ Alan, 2012
6364, A history of women in Russia : from earliest times to the present, Clements+ Barbara Evans, ©2012
6365, Dangerous pregnancies : mothers+ disabilities+ and abortion in modern America, Reagan+ Leslie J., ©2010
6366, Anyuan : mining China's revolutionary tradition, Perry+ Elizabeth J., ©2012
6367, Community-based archaeology : research with+ by+ and for indigenous and local communities, + and for indigenous and local communities, Atalay+ Sonya, ©2012
6368, From the jaws of victory : the triumph and tragedy of Cesar Chavez and the farm worker movement, García+ Matt, 2012
6369, China's Urban Billion : the story behind the biggest migration in human history, Miller+ Tom, 2012
6370, Decolonizing museums : representing native America in national and tribal museums, Lonetree+ Amy, ©2012
6371, When we were free to be : looking back at a children's classic and the difference it made, , ©2012
6372, The Roman market economy, Temin+ Peter, ©2013
6373, Educational Delusions? : Why Choice Can Deepen Inequality and How to Make Schools Fair., Orfield+ Gary, 2012
6374, A dance of assassins : performing early colonial hegemony in the Congo, Roberts+ Allen F., 2013
6375, Child and adolescent mental health, , 2012
6376, The other shore : essays on writers and writing, Jackson+ Michael, ©2013
6377, Doing the best I can : fatherhood in the inner city, Edin+ Kathryn, 2013
6378, Fast-Forward Family : Home+ Work+ and Relationships in Middle-Class America, , ©2013
6379, Free and French in the Caribbean : Toussaint Louverture+ Aimé Césaire+ and narratives of loyal opposition, Walsh+ John Patrick, 2013
6380, Creating a common polity : religion+ economy+ and politics in the making of the Greek koinon, Mackil+ Emily Maureen, ©2012
6381, Becoming Right : How Campuses Shape Young Conservatives., Binder+ Amy J., 2012
6382, The socialist sixties : crossing borders in the Second World, , 2013
6383, Conflict and peacebuilding in the African Great Lakes Region, , 2013
6384, Visual culture in the modern Middle East : rhetoric of the image, , 2013
6385, Reclaiming the F word : feminism today, Redfern+ Catherine, 2013
6386, Earth Sound+ Earth Signal : Energies and Earth Magnitude in the Arts., Kahn+ Douglas, 2013
6387, The Noodle Narratives : the Global Rise of an Industrial Food into the Twenty-First Century, Errington+ Frederick Karl, 2013
6388, Blinded by the whites : why race still matters in 21st-century America, Ikard+ David, 2013
6389, Stravinsky and his world, , ©2013
6390, Caring : a relational approach to ethics & moral education, Noddings+ Nel, 2013
6391, After civil rights : racial realism in the new American workplace, Skrentny+ John David, 2014
6392, Palestinian music and song : expression and resistance since 1900, , 2013
6393, How the Other Half Ate : a History of Working-Class Meals at the Turn of the Century, Turner+ Katherine Leonard, 2014
6394, When I wear my alligator boots : narco-culture in the US-Mexico borderlands, Muehlmann+ Shaylih, 2014
6395, Writing travel in Central Asian history, , 2014
6396, Sal si puedes (escape if you can) : Cesar Chavez and the new American revolution, Matthiessen+ Peter, 2014
6397, Cumin+ camels+ and caravans : a spice odyssey, Nabhan+ Gary Paul, 2014
6398, Inside paradise lost : reading the designs of Milton's epic, Quint+ David, 2014
6399, Enacting the corporation : an American mining firm in post-authoritarian Indonesia, Welker+ Marina, 2014
6400, Beautiful game theory : how soccer can help economics, Palacios-Huerta+ Ignacio, 2014
6401, The defiant life of Vera Figner : surviving the Russian revolution, Hartnett+ Lynne Ann, 2014
6402, The Railway Journey : the Industrialization of Time and Space in the Nineteenth Century., Schivelbusch+ Wolfgang, 2014
6403, We sell drugs : the alchemy of US empire, Reiss+ Suzanna, 2014
6404, That religion in which all men agree : freemasonry in American culture, Hackett+ David G., 2014
6405, A portrait of America : the demographic perspective, Iceland+ John, 2014
6406, Laughter in ancient Rome : on joking+ tickling+ and cracking up, Beard+ Mary, 2014
6407, Hindu-Catholic encounters in Goa : religion+ colonialism+ and modernity, Henn+ Alexander, ©2014
6408, Interaction ritual chains., Collins+ Randall, 2014
6409, Change They Can't Believe In : the Tea Party and Reactionary Politics in America, Parker+ Christoper S., 2014
6410, It's not like I'm poor : how working families make ends meet in a post-welfare world, Halpern-Meekin+ Sarah, 2015
6411, Saving Stalin's imperial city : historic preservation in Leningrad+ 1930-1950, Maddox+ Steven, 2015
6412, 9/11 and the visual culture of disaster, Stubblefield+ Thomas, 2015
6413, Retinal vascular disease, , ©2007
6414, Intervening in the brain : changing psyche and society, , ©2007
6415, Emerging technologies in surgery, , ©2007
6416, Consumer health informatics : informing consumers and improving health care, , ©2005
6417, Type 2 diabetes mellitus : an evidence-based approach to practical management, , ©2008
6418, Avoiding medical malpractice : a physician's guide to the law, Choctaw+ William T., ©2008
6419, Antibiotics as anti-inflammatory and immunomodulatory agents, , ©2005
6420, Forensic neuropathology and associated neurology, Oehmichen+ Manfred, ©2006
6421, Pediatric oncology : a comprehensive guide, , ©2006
6422, Pediatric ophthalmology+ neuro-ophthalmology+ genetics, , ©2006
6423, Cardiovascular pediatric critical illness and injury, , ©2009
6424, Patch testing and prick testing : a practical guide official publication of the ICDRG, Lachapelle+ Jean-Marie, ©2009
6425, Nutrition and metabolism : underlying mechanisms and clinical consequences, , ©2009
6426, Leadership in healthcare, Gunderman+ Richard B., ©2009
6427, Light-based therapies for skin of color, , ©2009
6428, Intensive and critical care medicine : WFSICCM+ World Federation of Societies of Intensive and Critical Care Medicine, , ©2009
6429, Autologous fat transfer : art+ science+ and clinical practice, , ©2010
6430, Perinatal epidemiology for public health practice, , ©2009
6431, Anesthesia student survival guide : a case-based approach, , ©2010
6432, Cholesterol and beyond : the research on diet and coronary heart disease 1900-2000, Truswell+ A. Stewart, ©2010
6433, Immunological synapse, , ©2010
6434, Cancer genome and tumor microenvironment, , 2010
6435, Pediatric ophthalmology : current thought and a practical guide, , ©2009
6436, Alpine waters, , ©2010
6437, Urologic robotic surgery in clinical practice, , ©2008
6438, The Past before us : contemporary historical writing in the United States, , ©1980
6439, Doctor Who. The rescue. The Romans, , ©2009
6440, Handbook of research methods for studying daily life, , 2012
6441, Child development : a practitioner's guide, Davies+ Douglas, 2011
6442, Intimate partner sexual violence : a multidisciplinary guide to improving services and support for survivors of rape and abuse, , 2014
6443, Integrated watershed management : perspectives and problems, , ©2010
6444, Antibody engineering. Volume 2, , 2010
6445, Pharmaceutical stability testing to support global markets, , ©2010
6446, Dynamics of nonlinear time-delay systems, Lakshmanan+ M., ©2010
6447, International Advances in Writing Research Cultures+ Places+ Measures, , 2012
6448, Advances in stromatolite geobiology, , [2010]+ ©2011
6449, Qualitative research : studying how things work, Stake+ Robert E., 2010
6450, The SAGE handbook of social network analysis, , 2011
6451, The fire of freedom : Abraham Galloway & the slaves' Civil War, Cecelski+ David S., ©2012
6452, Out of the cold : the cold war and its legacy, , 2013
6453, Culturally Adaptive Counseling Skills : Demonstrations of Evidence-Based Practices., Gallardo+ Miguel E., 2011
6454, The local cardiac renin-angiotensin aldosterone system, , ©2009
6455, Abnormal skeletal phenotypes : from simple signs to complex diagnoses, Castriota-Scanderbeg+ Alessandro, ©2005
6456, Pelvi-périnéologie, Blanc+ Bernard, ©2005
6457, Biliary lithiasis : basic science+ current diagnosis+ and management, , ©2008
6458, Transmitters and modulators in health and disease : new frontiers in neuroscience, , ©2009
6459, Evidence-based imaging in pediatrics : optimizing imaging in pediatric patient care, , ©2010
6460, The fair and responsible use of space : an international perspective, , ©2010
6461, Straddling economics and politics : cross-cutting issues in Asia+ the United States+ and the global economy, Wolf+ Charles, ©2002
6462, The marrow of human experience : essays on folklore, Wilson+ William A., ©2006
6463, Defence policy-making : a close-up view+ 1950-1980, Tange+ Arthur, 2008
6464, Imported oil and U.S. national security, , 2009
6465, More freedom+ less terror? : liberalization and political violence in the Arab world, , ©2008
6466, The matrix, , 1999
6467, Culture in translation : the anthropological legacy of R.H. Mathews, Mathews+ R. H., 2007
6468, Sex and drugs before rock 'n' roll : youth culture and masculinity during Holland's Golden Age, Roberts+ Benjamin, ©2012
6469, Patient privacy+ consent+ and identity management in health information exchange : issues for the military health system, Hosek+ Susan D., 2013
6470, Ngapartji+ ngapartji : in turn in turn : ego-histoire+ Europe and indigenous Australia, , 2014
6471, The Universal Declaration of Human Rights in the 21st century+ a living document in a changing world, , 2016
6472, Social media in South India, Venkatraman+ Shriram, 2017
6473, Searching for sharing : heritage and multimedia in Africa, , ©2017
6474, Between the plough and the pick : informal+ artisanal and small-scale mining in the contemporary world, , 2018
6475, Economic growth and poverty reduction in Colombia, Cardozo Silva+ Adriana Rocío., ©2010
6476, Mainstream culture refocused : television drama+ society+ and the production of meaning in reform-era China, Zhong+ Xueping, ©2010
6477, Das latènezeitliche Gräberfeld von Mannersdorf am Leithagebirge+ Flur Reinthal Süd+ Niederösterreich : Studien zu Phänomenen der latènezeitlichen Kulturausprägungen., Ramsl+ Peter C., 2011
6478, Effects of health care payment models on physician practice in the United States, Friedberg+ Mark W., 2015
6479, The impact of losing your job : unemployment and Influences from market+ family+ and state on economic well-being in the US and Germany, Ehlert+ Martin, 2016
6480, "Alles Frankreich oder was?" - Die saarländische Frankreichstrategie im europäischen Kontext : Interdisziplinäre Zugänge und kritische Perspektiven / Approches..., Lüsebrink+ Hans-Jürgen, 2017
6481, The impact of formal and informal institutions on economic growth : a case study on the MENA region, Dobler+ Constanze, 2011
6482, The early prehistory of Fiji, , ©2009
6483, Reading with my eyes open : embracing the critical and the personal in language pedagogy, Quist+ Gerdi, 2013
6484, Die politische Ordnung des Flüchtlingslagers : Akteure+ Macht+ Organisation : eine Ethnographie im Südlichen Afrika, Inhetveen+ Katharina, 2010
6485, Sexual assault and sexual harassment in the U.S. military. Volume 4+ Investigations of Potential Bias in Estimates from the 2014 RAND Military Workplace Study, , 2016
6486, Water management+ partnerships+ rights+ and market trends : an overview for army installation managers, Lachman+ Beth E., 2016
6487, New mana : transformations of a classic concept in Pacific languages and cultures, , 2016
6488, Value for money : budget and financial management reform in the People's Republic of China+ Taiwan and Australia, , 2018
6489, Tafeln im flexiblen Überfluss : Ambivalenzen sozialen und ökologischen Engagements, Lorenz+ Stephan, 2012
6490, Entbehrliche der Bürgergesellschaft? : sozial Benachteiligte und Engagement, Klatt+ Johanna, 2011
6491, Kontrollierte Urbanität : Zur Neoliberalisierung städtischer Sicherheitspolitik, , 2007
6492, Sexual assault in Canada : law+ legal practice+ and women's activism, , ©2012
6493, Indian self-rule : first-hand accounts of Indian-white relations from Roosevelt to Reagan, , 1995
6494, The journey of Navajo Oshley : an autobiography and life history, Oshley+ Navajo, ©2000
6495, The military and democracy in Indonesia : challenges+ politics+ and power, Rabasa+ Angel, 2002
6496, Fault lines in China's economic terrain, , 2003
6497, The rise of mental health nursing : a history of psychiatric care in Dutch asylums+ 1890-1920, Boschma+ Geertje, 2003
6498, Healing logics : culture and medicine in modern health belief systems, , ©2001
6499, The 21st century at work : forces shaping the future workforce and workplace in the United States, Karoly+ Lynn A., 2004
6500, Genre across the curriculum, , ©2005
6501, A new direction for China's defense industry, , 2005
6502, Shipwrecked identities : navigating race on Nicaragua's Mosquito Coast, Pineda+ Baron L., ©2006
6503, Islands of inquiry : colonisation+ seafaring and the archaeology of maritime landscapes, , 2008
6504, The rise of political Islam in Turkey, Rabasa+ Angel, 2008
6505, Colonial systems of control : criminal justice in Nigeria, Saleh-Hanna+ Viviane, ©2008
6506, Ethnic minorities and regional development in Asia : reality and challenges, , ©2009
6507, Civic engagement in the wake of Katrina, , ©2009
6508, Fairness+ globalization+ and public institutions : East Asia and beyond, Dator+ James A., ©2006
6509, Colonial legacies : economic and social development in East and Southeast Asia, Booth+ Anne, ©2007
6510, Ibn Taymiyya's theodicy of perpetual optimism, Hoover+ Jon, 2007
6511, Ethnographica moralia : experiments in interpretive anthropology, , ©2008
6512, The next supreme leader : succession in the Islamic Republic of Iran, Nader+ Alireza, 2011
6513, Power and status in the Roman Empire+ AD 193-284, Mennen+ Inge, 2011
6514, Lessons from U.S. allies in security cooperation with third countries : the cases of Australia+ France+ and the United Kingdom, , ©2011
6515, Cultures in collision and conversation : essays in the intellectual history of the Jews, Berger+ David, 2011
6516, India's and Pakistan's strategies in Afghanistan : implications for the United States and the region, Hanauer+ Larry, 2012
